Loại hình nhà ở,Diện tích,Mặt tiền,Mức giá,Số tầng,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Hướng nhà,Hướng ban công,Đường vào,Ngày đăng,Ngày hết hạn,Loại tin,Địa chỉ
Chung cư,70 m²,,"6,1 tỷ",,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,01/11/2023,11/11/2023,Tin thường,"Dự án Masteri Thảo Điền, Đường Xa Lộ Hà Nội, Phường Thảo Điền, Quận 2, Hồ Chí Minh"
Chung cư,48 m²,,"3,1 tỷ",,1 phòng,1 phòng,,,,,,26/10/2023,05/11/2023,Tin thường,"Dự án Masteri Thảo Điền, Đường Xa Lộ Hà Nội, Phường Thảo Điền, Quận 2, Hồ Chí Minh"
Chung cư,64 m²,,7 tỷ,,1 phòng,1 phòng,Hợp đồng mua bán,Đầy đủ,,,,01/11/2023,11/11/2023,Tin thường,"Dự án Empire City Thủ Thiêm, Đường Mai Chí Thọ, Phường Thủ Thiêm, Quận 2, Hồ Chí Minh"
Chung cư,86 m²,,14 tỷ,,2 phòng,2 phòng,Hợp đồng mua bán,Đầy đủ,,,,01/11/2023,11/11/2023,Tin thường,"Dự án Empire City Thủ Thiêm, Đường Mai Chí Thọ, Phường Thủ Thiêm, Quận 2, Hồ Chí Minh"
Chung cư,117 m²,,"10,5 tỷ",,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Đông - Nam,Đông - Nam,,01/11/2023,11/11/2023,Tin thường,"Dự án Diamond Island, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh"
Chung cư,169 m²,,Thỏa thuận,,4 phòng,4 phòng,Hợp đồng mua bán,Đầy đủ,Đông - Nam,,,01/11/2023,11/11/2023,Tin thường,"Dự án Diamond Island, Đường 104, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh"
Chung cư,100 m²,,"5,8 tỷ",,3 phòng,2 phòng,,,,Đông - Nam,,30/10/2023,09/11/2023,Tin thường,"Dự án Căn hộ Precia Quận 2, Đường Nguyễn Thị Định, Phường An Phú, Quận 2, Hồ Chí Minh"
Chung cư,89 m²,,"6,8 tỷ",,2 phòng,2 phòng,,,,,,01/11/2023,11/11/2023,Tin thường,"Dự án Estella Heights, Đường Song Hành, Phường An Phú, Quận 2, Hồ Chí Minh"
Chung cư,84 m²,,9 tỷ,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,01/11/2023,11/11/2023,Tin thường,"Dự án The Nassim, Đường 11, Phường Thảo Điền, Quận 2, Hồ Chí Minh"
Chung cư,124 m²,,8 tỷ,,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,,,,01/11/2023,11/11/2023,Tin thường,"Dự án The Estella, Đường Xa Lộ Hà Nội, Phường An Phú, Quận 2, Hồ Chí Minh"
Chung cư,142 m²,,16 tỷ,,3 phòng,2 phòng,,,,,,01/11/2023,11/11/2023,Tin thường,"Dự án Estella Heights, Đường Song Hành, Phường An Phú, Quận 2, Hồ Chí Minh"
Chung cư,89 m²,,Thỏa thuận,,2 phòng,2 phòng,,,,,,01/11/2023,11/11/2023,Tin thường,"Dự án Estella Heights, Đường Song Hành, Phường An Phú, Quận 2, Hồ Chí Minh"
Chung cư,98 m²,,"5,8 tỷ",,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ.,,,,01/11/2023,11/11/2023,Tin thường,"Dự án The Estella, Đường Xa Lộ Hà Nội, Phường An Phú, Quận 2, Hồ Chí Minh"
Chung cư,73 m²,,"7,2 tỷ",,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,,,,27/10/2023,06/11/2023,Tin thường,"Masteri Lumiere Riverside, 628A, Đường Xa Lộ Hà Nội, Phường An Phú, Quận 2, Hồ Chí Minh"
Chung cư,75 m²,,"11,9 tỷ",,2 phòng,2 phòng,Hợp đồng mua bán,,Đông - Bắc,,,31/10/2023,15/11/2023,Tin thường,"Dự án The Opera Residence, Đường Đại Lộ Vòng Cung, Phường Thủ Thiêm, Quận 2, Hồ Chí Minh"
Chung cư,"52,8 m²",,"1,85 tỷ",,2 phòng,2 phòng,Hợp đồng mua bán,,,,,01/11/2023,11/11/2023,Tin thường,"Dự án CitiAlto, Đường Nguyễn Thị Định, Phường Cát Lái, Quận 2, Hồ Chí Minh"
Chung cư,90 m²,,"4,7 tỷ",,3 phòng,2 phòng,Hợp đồng mua bán,Đầy đủ,,,,01/11/2023,11/11/2023,Tin thường,"Dự án The Sun Avenue, Đường Mai Chí Thọ, Phường An Phú, Quận 2, Hồ Chí Minh"
Chung cư,51 m²,,"2,4 tỷ",,1 phòng,,,,,,,26/10/2023,05/11/2023,Tin thường,"Dự án The Sun Avenue, Đường Mai Chí Thọ, Phường An Phú, Quận 2, Hồ Chí Minh"
Chung cư,70 m²,,Thỏa thuận,,2 phòng,,,,,,,01/11/2023,11/11/2023,Tin thường,"Dự án Masteri Thảo Điền, Đường Xa Lộ Hà Nội, Phường Thảo Điền, Quận 2, Hồ Chí Minh"
Chung cư,110 m²,,Thỏa thuận,,3 phòng,,,,,,,01/11/2023,11/11/2023,Tin thường,"Dự án Masteri Thảo Điền, Đường Xa Lộ Hà Nội, Phường Thảo Điền, Quận 2, Hồ Chí Minh"
Chung cư,71 m²,,"3,9 tỷ",,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,30/10/2023,09/11/2023,Tin thường,"Dự án D’Lusso, Đường Nguyễn Thị Định, Phường An Phú, Quận 2, Hồ Chí Minh"
Chung cư,70 m²,,"4,3 tỷ",,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Căn hộ FULL nội thất cao cấp !!!,,,,16/10/2023,15/11/2023,Tin thường,"Dự án Masteri An Phú, Đường Xa Lộ Hà Nội, Phường Thảo Điền, Quận 2, Hồ Chí Minh"
Chung cư,64 m²,,"2,9 tỷ",,2 phòng,,Sổ hồng,,,,,01/11/2023,11/11/2023,Tin thường,"Dự án Centana Thủ Thiêm, Đường Mai Chí Thọ, Phường An Phú, Quận 2, Hồ Chí Minh"
Chung cư,106 m²,,"8,8 tỷ",,2 phòng,2 phòng,Sổ hồng,Cao cấp,Tây - Bắc,Nam,,01/11/2023,11/11/2023,Tin thường,"Dự án Estella Heights, Đường Xa Lộ Hà Nội, Phường An Phú, Quận 2, Hồ Chí Minh"
Chung cư,49 m²,,"2,7 tỷ",,1 phòng,1 phòng,Sổ đỏ/ Sổ hồng,"Nội thất bàn giao: Máy lạnh, máy nước nóng, cửa gỗ lõi thép chống cháy, kệ bếp trên dưới, chậu rửa, video call.",Đông - Nam,Tây - Bắc,,01/11/2023,11/11/2023,Tin thường,"Dự án D’Lusso, Đường Nguyễn Thị Định, Phường An Phú, Quận 2, Hồ Chí Minh"
Chung cư,"68,5 m²",,"3,8 tỷ",,2 phòng,2 phòng,,,Tây - Nam,Đông - Bắc,,01/11/2023,11/11/2023,Tin thường,"Dự án D’Lusso, Đường Nguyễn Thị Định, Phường An Phú, Quận 2, Hồ Chí Minh"
Chung cư,68 m²,,"3,6 tỷ",,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Không nội thất,Đông - Nam,Tây - Bắc,,01/11/2023,11/11/2023,Tin thường,"Dự án D’Lusso, Đường Nguyễn Thị Định, Phường An Phú, Quận 2, Hồ Chí Minh"
Chung cư,90 m²,,"4,5 tỷ",,3 phòng,2 phòng,Đang chờ sổ,Không nội thất,,,,01/11/2023,11/11/2023,Tin thường,"Dự án Victoria Village, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh"
Chung cư,70 m²,,Thỏa thuận,,2 phòng,2 phòng,Đang chờ sổ,Không nội thất,,,,01/11/2023,11/11/2023,Tin thường,"Dự án Victoria Village, Đường Trương Văn Bang, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh"
Chung cư,52 m²,,3 tỷ,,1 phòng,1 phòng,Đang chờ sổ.,Không nội thất,,,,01/11/2023,11/11/2023,Tin thường,"Dự án Victoria Village, Đường Trương Văn Bang, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh."
Chung cư,155 m²,,14 tỷ,,3 phòng,3 phòng,,Đầy đủ,,Đông - Nam,,01/11/2023,11/11/2023,Tin thường,"Dự án Vista Verde, Đường Phan Văn Đáng, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh."
Chung cư,84 m²,,"5,7 tỷ",,2 phòng,2 phòng,,Đầy đủ,,Tây - Bắc,,01/11/2023,11/11/2023,Tin thường,"Dự án Vista Verde, Đường Phan Văn Đáng, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh."
Chung cư,45 m²,,"1,8 tỷ",,1 phòng,1 phòng,Hợp đồng mua bán,Thô,,,,01/11/2023,11/11/2023,Tin thường,"The Sun Avenue, 28, Đường Mai Chí Thọ, Phường An Phú, Quận 2, Hồ Chí Minh"
Chung cư,107 m²,,8 tỷ,,3 phòng,2 phòng,Hợp đồng mua bán,Cơ bản,Đông - Bắc,Tây - Nam,,01/11/2023,11/11/2023,Tin thường,"Dự án One Verandah Mapletree, Đường Bát Nàn, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh"
Chung cư,70 m²,,"4,3 tỷ",,2 phòng,,,,,,,27/10/2023,06/11/2023,Tin thường,"Dự án Masteri An Phú, Đường Xa Lộ Hà Nội, Phường Thảo Điền, Quận 2, Hồ Chí Minh"
Chung cư,52 m²,,"1,75 tỷ",,1 phòng,1 phòng,Sổ đỏ,Cơ bản,,,,30/10/2023,09/11/2023,Tin thường,"Dự án An Lộc - An Phúc, Đường Nguyễn Hoàng, Phường An Phú, Quận 2, Hồ Chí Minh"
Chung cư,51 m²,,"3,3 tỷ",,1 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Tây - Bắc,Đông - Nam,,26/10/2023,05/11/2023,Tin thường,"Dự án Vista Verde, Đường Phan Văn Đáng, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh"
Chung cư,135 m²,,"8,5 tỷ",,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Tây - Nam,Đông - Bắc,,26/10/2023,05/11/2023,Tin thường,"Dự án Vista Verde, Đường Phan Văn Đáng, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh"
Chung cư,98 m²,,"5,8 tỷ",,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,"Cao cấp, đầy đủ",Tây - Bắc,Đông - Nam,,27/10/2023,06/11/2023,Tin thường,"Dự án Vista Verde, Đường Phan Văn Đáng, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh"
Chung cư,130 m²,,"7,2 tỷ",,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cao cấp đầy đủ,Tây - Nam,Đông - Bắc,,27/10/2023,06/11/2023,Tin thường,"Dự án Vista Verde, Đường Phan Văn Đáng, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh"
Chung cư,"52,7 m²",,5 tỷ,,1 phòng,1 phòng,Sổ đỏ/ Sổ hồng,,Tây - Bắc,Đông - Nam,,01/11/2023,01/12/2023,Tin thường,"Dự án Lumiere Riverside, Đường Xa Lộ Hà Nội, Phường An Phú, Quận 2, Hồ Chí Minh"
Chung cư,212 m²,,15 tỷ,,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,"Cao cấp, đầy đủ",Đông - Nam,Tây - Nam,,01/11/2023,11/11/2023,Tin thường,"Dự án Vista Verde, Đường Phan Văn Đáng, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh"
Chung cư,104 m²,,9 tỷ,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cao cấp đầy đủ,Tây - Bắc,Đông - Nam,,01/11/2023,11/11/2023,Tin thường,"Dự án Estella Heights, Đường Song Hành, Phường An Phú, Quận 2, Hồ Chí Minh"
Chung cư,130 m²,,"13,5 tỷ",,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản - Đầy đủ,Đông - Nam,Tây - Bắc,,01/11/2023,11/11/2023,Tin thường,"Dự án Estella Heights, Đường Song Hành, Phường An Phú, Quận 2, Hồ Chí Minh"
Chung cư,192 m²,,14 tỷ,,4 phòng,4 phòng,,,Nam,Bắc,,01/11/2023,11/11/2023,Tin thường,"Dự án The Estella, Đường Xa Lộ Hà Nội, Phường An Phú, Quận 2, Hồ Chí Minh"
Chung cư,"75,1 m²",,5 tỷ,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,01/11/2023,11/11/2023,Tin thường,"Dự án Vista Verde, Đường Phan Văn Đáng, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh"
Chung cư,97 m²,,"9,6 tỷ",,2 phòng,2 phòng,,,,,,26/10/2023,05/11/2023,Tin thường,"Dự án Sarina Condominium, Đường Mai Chí Thọ, Phường An Lợi Đông, Quận 2, Hồ Chí Minh."
Chung cư,88 m²,,7 tỷ,,2 phòng,2 phòng,,,,,,28/10/2023,07/11/2023,Tin thường,"Dự án Sadora Sala, Đường Mai Chí Thọ, Quận 2, Hồ Chí Minh"
Chung cư,88 m²,,"8,3 tỷ",,2 phòng,2 phòng,,Đẹp.,Đông - Bắc,Tây - Nam,,30/10/2023,09/11/2023,Tin thường,"Dự án Sarimi Sala, Phường An Lợi Đông, Quận 2, Hồ Chí Minh"
Chung cư,260 m²,,35 tỷ,,,,,,,,,25/10/2023,04/11/2023,Tin thường,"Dự án Masteri An Phú, Đường Xa Lộ Hà Nội, Phường Thảo Điền, Quận 2, Hồ Chí Minh"
Chung cư,95 m²,,9 tỷ,,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Đông - Nam,Tây - Bắc,,01/11/2023,01/12/2023,Tin thường,"Dự án Lumiere Riverside, Đường Xa Lộ Hà Nội, Phường An Phú, Quận 2, Hồ Chí Minh"
Chung cư,72 m²,,Thỏa thuận,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,01/11/2023,11/11/2023,Tin thường,"Dự án Masteri Thảo Điền, Đường Xa Lộ Hà Nội, Phường Thảo Điền, Quận 2, Hồ Chí Minh"
Chung cư,133 m²,,"9,8 tỷ",,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Bàn giao thô,,Tây - Bắc,,01/11/2023,11/11/2023,Tin thường,"Dự án Feliz En Vista, Đường Đồng Văn Cống, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh"
Chung cư,221 m²,,"22,3 tỷ",,3 phòng,4 phòng,Hợp đồng mua bán.,Nội thất dính tường cao cấp từ đơn vị nước ngoài.,,Tây - Nam,,01/11/2023,11/11/2023,Tin thường,"Dự án Căn hộ DEFINE, Đường Số 60 - TML, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh"
Chung cư,85 m²,,"6,3 tỷ",,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ nội thất hiện đại,Tây - Bắc,Đông - Nam,,01/11/2023,11/11/2023,Tin thường,"Dự án Feliz En Vista, Đường Phan Văn Đáng, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh"
Chung cư,181 m²,,17 tỷ,,4 phòng,4 phòng,Hợp đồng mua bán,"Hoàn thiện nội thất thiết bị cao cấp. Bếp, thiết bị vệ sinh, sàn gạch, sàn gỗ, máy lạnh...",,Tây - Bắc,,01/11/2023,11/11/2023,Tin thường,"Dự án Feliz En Vista, Đường Phan Văn Đáng, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh"
Chung cư,204 m²,,12 tỷ,,4 phòng,4 phòng,,Full nội thất.,Đông - Bắc,Tây - Nam,,01/11/2023,11/11/2023,Tin thường,"Dự án Vista Verde, Đường Phan Văn Đáng, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh"
Chung cư,109 m²,,"18,2 tỷ",,,,,,,,,01/11/2023,11/11/2023,Tin thường,"Dự án Thảo Điền Green, Đường Nguyễn Văn Hưởng, Phường Thảo Điền, Quận 2, Hồ Chí Minh"
Chung cư,82 m²,,"5,65 tỷ",,2 phòng,2 phòng,Hợp đồng mua bán,Đầy đủ,Đông - Nam,Tây - Bắc,,01/11/2023,11/11/2023,Tin thường,"Dự án One Verandah Mapletree, Đường Bát Nàn, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh"
Chung cư,68 m²,,"2,58 tỷ",,2 phòng,1 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ.,Nam,Bắc,,01/11/2023,11/11/2023,Tin thường,"Dự án PARCSpring, Đường Nguyễn Duy Trinh, Phường Bình Trưng Đông, Quận 2, Hồ Chí Minh."
Chung cư,90 m²,,"4,75 tỷ",,3 phòng,2 phòng,Hợp đồng mua bán,Đầy đủ,,,,01/11/2023,11/11/2023,Tin thường,"Dự án The Sun Avenue, Đường Mai Chí Thọ, Phường An Phú, Quận 2, Hồ Chí Minh."
Chung cư,123 m²,,"11,8 tỷ",,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Full nội thất.,Đông - Nam,Tây - Bắc,,01/11/2023,11/11/2023,Tin thường,"Dự án Estella Heights, Đường Xa Lộ Hà Nội, Phường An Phú, Quận 2, Hồ Chí Minh"
Chung cư,146 m²,,"19,8 tỷ",,3 phòng,3 phòng,,Đầy đủ.,Tây - Bắc,Đông - Nam,,01/11/2023,11/11/2023,Tin thường,"Dự án Empire City Thủ Thiêm, Đường Mai Chí Thọ, Phường Thủ Thiêm, Quận 2, Hồ Chí Minh"
Chung cư,280 m²,,45 tỷ,,6 phòng,4 phòng,,,,,,27/10/2023,11/11/2023,Tin thường,"Dự án The Crest Residence, Đường Đại Lộ Vòng Cung, Phường An Khánh, Quận 2, Hồ Chí Minh"
Chung cư,133 m²,,"9,8 tỷ",,3 phòng,3 phòng,,,,,,28/10/2023,07/11/2023,Tin thường,"Feliz En Vista, Số 1, Đường Lê Hiến Mai, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh"
Chung cư,85 m²,,"5,6 tỷ",,2 phòng,,,,,,,29/10/2023,08/11/2023,Tin thường,"Dự án Feliz En Vista, Đường Phan Văn Đáng, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh"
Chung cư,96 m²,,10 tỷ,,3 phòng,2 phòng,Hợp đồng mua bán,,,,,01/11/2023,11/11/2023,Tin thường,"Lumiere Riverside, 628A, Đường Xa Lộ Hà Nội, Phường An Phú, Quận 2, Hồ Chí Minh"
Chung cư,78 m²,,"3,15 tỷ",,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,,,,01/11/2023,11/11/2023,Tin thường,"The Krista, 537, Đường Nguyễn Duy Trinh, Phường Bình Trưng Đông, Quận 2, Hồ Chí Minh"
Chung cư,"98,62 m²",,9 tỷ,,3 phòng,2 phòng,,Đầy đủ,,,,01/11/2023,16/11/2023,Tin thường,"Dự án Feliz En Vista, Đường Phan Văn Đáng, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh"
Chung cư,280 m²,,45 tỷ,,6 phòng,5 phòng,,,,,,26/10/2023,05/11/2023,Tin thường,"Dự án The Metropole, Phường An Khánh, Quận 2, Hồ Chí Minh"
Chung cư,57 m²,,"1,62 tỷ",,2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,,,,01/11/2023,11/11/2023,Tin thường,"Dự án Citi Home, Phường Cát Lái, Quận 2, Hồ Chí Minh."
Chung cư,151 m²,,32 tỷ,,3 phòng,3 phòng,,,,,,28/10/2023,07/11/2023,Tin thường,"Dự án The Crest Residence, Đường Đại Lộ Vòng Cung, Phường An Khánh, Quận 2, Hồ Chí Minh"
Chung cư,166 m²,,8 tỷ,,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Tây - Bắc,Đông - Nam,,01/11/2023,11/11/2023,Tin thường,"Dự án River Garden, Đường Nguyễn Văn Hưởng, Phường Thảo Điền, Quận 2, Hồ Chí Minh"
Chung cư,135 m²,,7 tỷ,,3 phòng,3 phòng,,,Tây - Bắc,Đông - Nam,,25/10/2023,04/11/2023,Tin thường,"Dự án The Vista An Phú, Đường Xa Lộ Hà Nội, Phường An Phú, Quận 2, Hồ Chí Minh"
Chung cư,82 m²,,"5,1 tỷ",,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,01/11/2023,11/11/2023,Tin thường,"Dự án Vista Verde, Đường Phan Văn Đáng, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh"
Chung cư,92 m²,,5 tỷ,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,01/11/2023,11/11/2023,Tin thường,"Dự án Vista Verde, Đường Phan Văn Đáng, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh"
Chung cư,66 m²,,"5,1 tỷ",,2 phòng,2 phòng,Đang chờ sổ,Cơ bản,,,,01/11/2023,11/11/2023,Tin thường,"Dự án Paris Hoàng Kim, Phố Lương Định Của, Phường Bình Khánh, Quận 2, Hồ Chí Minh"
Chung cư,104 m²,,Thỏa thuận,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,28/10/2023,07/11/2023,Tin thường,"Dự án Tropic Garden, Đường 66, Phường Thảo Điền, Quận 2, Hồ Chí Minh"
Chung cư,70 m²,,"3,95 tỷ",,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,01/11/2023,08/11/2023,Tin thường,"Dự án Masteri Thảo Điền, Đường Xa Lộ Hà Nội, Phường Thảo Điền, Quận 2, Hồ Chí Minh"
Chung cư,51 m²,,4 tỷ,,1 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,31/10/2023,10/11/2023,Tin thường,"Dự án Masteri Thảo Điền, Đường Xa Lộ Hà Nội, Phường Thảo Điền, Quận 2, Hồ Chí Minh"
Chung cư,63 m²,,"4,5 tỷ",,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,01/11/2023,11/11/2023,Tin thường,"Dự án Masteri Thảo Điền, Đường Xa Lộ Hà Nội, Phường Thảo Điền, Quận 2, Hồ Chí Minh"
Chung cư,89 m²,,"9,3 tỷ",,2 phòng,2 phòng,Sổ hồng,Đầy đủ,Đông - Bắc,Tây - Nam,,27/10/2023,06/11/2023,Tin thường,"Dự án Estella Heights, Đường Song Hành, Phường An Phú, Quận 2, Hồ Chí Minh"
Chung cư,89 m²,,"7,85 tỷ",,2 phòng,2 phòng,Sổ hồng,Đầy đủ,Đông - Bắc,Tây - Nam,,27/10/2023,06/11/2023,Tin thường,"Dự án Estella Heights, Đường Song Hành, Phường An Phú, Quận 2, Hồ Chí Minh."
Chung cư,104 m²,,"9,5 tỷ",,2 phòng,2 phòng,Sổ hồng,Đầy đủ.,Tây,Đông,,27/10/2023,06/11/2023,Tin thường,"Dự án Estella Heights, Đường Song Hành, Phường An Phú, Quận 2, Hồ Chí Minh."
Chung cư,99 m²,,"10,4 tỷ",,2 phòng,2 phòng,SPA,Đầy đủ,Nam,Bắc,,27/10/2023,06/11/2023,Tin thường,"Dự án Estella Heights, Đường Song Hành, Phường An Phú, Quận 2, Hồ Chí Minh"
Chung cư,53 m²,,"2,6 tỷ",,1 phòng,,Sổ đỏ/ Sổ hồng,,,,,21/10/2023,05/11/2023,Tin thường,"Dự án Kris Vue, Đường Nguyễn Duy Trinh, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh"
Chung cư,213 m²,,16 tỷ,,4 phòng,4 phòng,,,,,,01/11/2023,11/11/2023,Tin thường,"Dự án Vista Verde, Đường Phan Văn Đáng, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh"
Chung cư,60 m²,,"2,05 tỷ",,2 phòng,1 phòng,,,,,,01/11/2023,11/11/2023,Tin thường,"Dự án La Astoria, Đường Nguyễn Duy Trinh, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh"
Chung cư,"48,2 m²",,"5,1 tỷ",,1 phòng,1 phòng,,,,,,01/11/2023,11/11/2023,Tin thường,"Dự án Lumiere Riverside, Đường Xa Lộ Hà Nội, Phường An Phú, Quận 2, Hồ Chí Minh"
Chung cư,420 m²,,30 tỷ,,5 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Đông - Nam,Tây - Nam,,01/11/2023,11/11/2023,Tin thường,"Dự án Vista Verde, Đường Phan Văn Đáng, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh"
Chung cư,131 m²,,"6,2 tỷ",,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Tây - Bắc,Đông - Nam,,01/11/2023,11/11/2023,Tin thường,"Dự án Imperia An Phú, Phường An Phú, Quận 2, Hồ Chí Minh"
Chung cư,54 m²,,"3,4 tỷ",,2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Nam,Bắc,,01/11/2023,01/12/2023,Tin thường,"DLusso, Số 9, Đường Nguyễn Thị Định, Phường An Phú, Quận 2, Hồ Chí Minh"
Chung cư,157 m²,,"12,5 tỷ",,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Đông - Nam,Đông - Nam,,01/11/2023,11/11/2023,Tin thường,"Dự án One Verandah Mapletree, Đường Bát Nàn, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh"
Chung cư,54 m²,,"3,4 tỷ",,2 phòng,1 phòng,Sổ hồng,Full nội thất,Đông - Nam,Nam,,01/11/2023,16/11/2023,Tin thường,"Dự án D’Lusso, Đường Nguyễn Thị Định, Phường An Phú, Quận 2, Hồ Chí Minh"
Chung cư,54 m²,,"3,4 tỷ",,2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Đông - Nam,Tây - Bắc,,01/11/2023,16/11/2023,Tin thường,"Dự án D’Lusso, Đường Nguyễn Thị Định, Phường An Phú, Quận 2, Hồ Chí Minh"
Chung cư,83 m²,,"7,2 tỷ",,3 phòng,2 phòng,Hợp đồng mua bán,,Bắc,Nam,,01/11/2023,16/11/2023,Tin thường,"Dự án Paris Hoàng Kim, Phố Lương Định Của, Phường Bình Khánh, Quận 2, Hồ Chí Minh"
Chung cư,"78,88 m²",,"3,15 tỷ",,2 phòng,2 phòng,,,,,,01/11/2023,11/11/2023,Tin thường,"Dự án The Krista, Đường Nguyễn Duy Trinh, Phường Bình Trưng Đông, Quận 2, Hồ Chí Minh"
Chung cư,75 m²,,"6,7 tỷ",,2 phòng,2 phòng,Hợp đồng mua bán,,,,,30/10/2023,09/11/2023,Tin thường,"Dự án Lumiere Riverside, Đường Xa Lộ Hà Nội, Phường An Phú, Quận 2, Hồ Chí Minh"
Chung cư,170 m²,,"16,5 tỷ",,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,,,,12/10/2023,11/11/2023,Tin thường,"Dự án Diamond Island, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh"
Chung cư,140 m²,,"4,3 tỷ",,3 phòng,3 phòng,,,,,,03/11/2023,13/11/2023,Tin thường,"La Astoria, Số 383, Đường Nguyễn Duy Trinh, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh"
Chung cư,95 m²,,4 tỷ,,3 phòng,2 phòng,,,,,,03/11/2023,13/11/2023,Tin thường,"Dự án Homyland Riverside, Đường Nguyễn Duy Trinh, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh"
