Loại hình nhà ở,Diện tích (m²),Chiều rộng (m),Chiều dài (m),Mặt tiền (m),Số tầng,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Hướng nhà,Hướng ban công,Đường vào (m),Ngày đăng,Ngày hết hạn,Loại tin,Tên dự án,Đường/Phố,Phường/Xã/Thị trấn,Quận/Huyện,Tỉnh thành,Mức giá (tỷ)
Nhà mặt phố,52,,,,2,3,4,Đã có sổ,Có nội thất,,,,10/11/2023,,,,Vĩnh Khánh,Phường 10,Quận 4,TP Hồ Chí Minh,2.75
Nhà mặt phố,40,,,,1,2,3,Đã có sổ,Có nội thất,,,,10/11/2023,,,,Cô Giang,Phường Cô Giang,Quận 1,TP Hồ Chí Minh,4.05
Nhà mặt phố,150,,,,1,1,1,Đã có sổ,Có nội thất,,,,10/11/2023,,,,Đường Lê Văn Việt,Phường Hiệp Phú,TP Thủ Đức,TP Hồ Chí Minh,17.5
"Nhà ngõ, hẻm",51.5,,,,,2,,Đã có sổ,,,,,10/11/2023,,,,Hiệp Thành 17,Phường Hiệp Thành,Quận 12,TP Hồ Chí Minh,2.78
"Nhà ngõ, hẻm",67,,,,,4,,,,,,,10/11/2023,,,,Đường số 27,Phường Hiệp Bình Chánh,TP Thủ Đức,TP Hồ Chí Minh,8
Nhà mặt phố,190,10,,,3,4,5,Đã có sổ,,,,,10/11/2023,,,,Lê Văn Lương,Xã Phước Kiển,Nhà Bè,TP Hồ Chí Minh,17.5
"Nhà ngõ, hẻm",100,4,,,2,2,2,,,Đông,,,10/11/2023,,,,Hậu Giang,Phường 12,Quận 6,TP Hồ Chí Minh,3.5
Nhà mặt phố,77,4,,,3,2,2,Đã có sổ,,,,,10/11/2023,,,,Đường số 11,Phường Bình Thọ,TP Thủ Đức,TP Hồ Chí Minh,5.2
Nhà phố liền kề,64,4,,,3,4,5,,,Tây Bắc,,,10/11/2023,,,,Hà Huy Giáp,Phường Thạnh Lộc,Quận 12,TP Hồ Chí Minh,4.72
Nhà mặt phố,71,,,,2,3,3,Đã có sổ,Có nội thất,,,,10/11/2023,,,,Đường Võ Văn Ngân,Phường Bình Thọ,TP Thủ Đức,TP Hồ Chí Minh,1.19
"Nhà ngõ, hẻm",55,,,,3,4,3,Đã có sổ,Có nội thất,,,,10/11/2023,,,,Đường Hiệp Bình,Phường Hiệp Bình Chánh,TP Thủ Đức,TP Hồ Chí Minh,5.35
"Nhà ngõ, hẻm",19,,,,3,2,2,Đã có sổ,Có nội thất,,,,10/11/2023,,,,Khánh Hội,Phường 4,Quận 4,TP Hồ Chí Minh,3.1
"Nhà ngõ, hẻm",20,,,,2,2,2,Đã có sổ,Không có nội thất,,,,10/11/2023,,,,Trần Đình Xu,Phường Nguyễn Cư Trinh,Quận 1,TP Hồ Chí Minh,4.65
"Nhà ngõ, hẻm",64,4,16,,2,4,,,,Đông,,,10/11/2023,,,,Vườn Lài,Phường An Phú Đông,Quận 12,TP Hồ Chí Minh,4.3
"Nhà ngõ, hẻm",76,4,19,,,2,,Đã có sổ,,,,,10/11/2023,,,,Độc Lập,Phường Tân Quý,Tân Phú,TP Hồ Chí Minh,6.25
Nhà mặt phố,131,6,,,1,6,6,Đã có sổ,,,,,10/11/2023,,,,Đường Số 1,Phường Tăng Nhơn Phú B,TP Thủ Đức,TP Hồ Chí Minh,7.3
Nhà mặt phố,52.8,4,13.2,,,4,3,Đã có sổ,,,,,10/11/2023,,,,Trần Văn Đang,Phường 11,Quận 3,TP Hồ Chí Minh,3.99
"Nhà ngõ, hẻm",49.2,4,12.3,,,4,3,,,,,,10/11/2023,,,,Trần Hữu Trang,Phường 11,Phú Nhuận,TP Hồ Chí Minh,2.83
"Nhà ngõ, hẻm",55,,,,1,3,2,Đã có sổ,Có nội thất,,,,10/11/2023,,,,Đường Đỗ Nhuận,Phường Sơn Kỳ,Tân Phú,TP Hồ Chí Minh,1.38
Nhà mặt phố,84,,,,2,3,2,Đã có sổ,Bàn giao thô,,,,10/11/2023,,,,Nguyễn Trãi,Phường Nguyễn Cư Trinh,Quận 1,TP Hồ Chí Minh,17.5
Nhà mặt phố,100,4,25,,,5,5,Đã có sổ,,,,,10/11/2023,,,,Hoàng Hoa Thám,Phường 12,Tân Bình,TP Hồ Chí Minh,24
"Nhà ngõ, hẻm",45,,,,3,4,3,Đã có sổ,,Bắc,,,10/11/2023,,,,Mã Lò,Phường Bình Hưng Hoà A,Bình Tân,TP Hồ Chí Minh,4.25
"Nhà ngõ, hẻm",30.5,,,,,1,,,,,,,10/11/2023,,,,Đoàn Giỏi,Phường Sơn Kỳ,Tân Phú,TP Hồ Chí Minh,2.55
Nhà mặt phố,68,,,,4,5,4,Đã có sổ,,Tây Bắc,,,10/11/2023,,,,Đường Cao Đức Lân,Phường An Phú,TP Thủ Đức,TP Hồ Chí Minh,11.3
Nhà mặt phố,100,,,,3,5,5,Đã có sổ,Có nội thất,,,,10/11/2023,,,,Đường S7,Phường Tây Thạnh,Tân Phú,TP Hồ Chí Minh,11
"Nhà ngõ, hẻm",59,,,,1,2,2,Đã có sổ,,Đông Nam,,,10/11/2023,,,,Đường Võ Văn Ngân,Phường Bình Thọ,TP Thủ Đức,TP Hồ Chí Minh,5.9
Nhà mặt phố,88,,,,3,4,5,Đã có sổ,,Bắc,,,10/11/2023,,,,Đường Số 36,Phường Tân Quy,Quận 7,TP Hồ Chí Minh,9.7
"Nhà ngõ, hẻm",16,,,,,1,1,,,,,,10/11/2023,,,,Đường 20,Phường Hiệp Bình Chánh,TP Thủ Đức,TP Hồ Chí Minh,0.85
"Nhà ngõ, hẻm",71,5,14,,,3,3,Đã có sổ,,,,,10/11/2023,,,,Huỳnh Tấn Phát,Phường Tân Thuận Đông,Quận 7,TP Hồ Chí Minh,1.45
"Nhà ngõ, hẻm",51.1,,,,,4,3,Đã có sổ,Có nội thất,,,,10/11/2023,,,,Phạm Thế Hiển,Phường 5,Quận 8,TP Hồ Chí Minh,1.554
"Nhà ngõ, hẻm",40,,,,4,4,3,Đã có sổ,Có nội thất,,,,10/11/2023,,,,Phan Đình Phùng,Phường 2,Phú Nhuận,TP Hồ Chí Minh,5.79
"Nhà ngõ, hẻm",83.3,,,,3,4,4,Đã có sổ,,Tây,,,10/11/2023,,,,Đường Cách Mạng Tháng 8,Phường 11,Quận 3,TP Hồ Chí Minh,8.5
"Nhà ngõ, hẻm",44,,,,,4,3,Đã có sổ,Có nội thất,,,,10/11/2023,,,,Đường Số 1,Phường Bình Hưng Hoà A,Bình Tân,TP Hồ Chí Minh,1.65
"Nhà ngõ, hẻm",37,,,,3,3,2,Đã có sổ,Không có nội thất,,,,10/11/2023,,,,Phú Thọ Hoà,Phường Phú Thọ Hòa,Tân Phú,TP Hồ Chí Minh,3.5
"Nhà ngõ, hẻm",57,4,14,,,3,1,Đã có sổ,,,,,10/11/2023,,,,Liên khu 8-9,Phường Bình Hưng Hoà A,Bình Tân,TP Hồ Chí Minh,4.55
"Nhà ngõ, hẻm",106,5,,,,2,1,Đã có sổ,,Đông,,,10/11/2023,,,,Tân Hiệp 14,Xã Tân Hiệp,Hóc Môn,TP Hồ Chí Minh,2.8
"Nhà ngõ, hẻm",48,,,,,6,6,Đã có sổ,Có nội thất,,,,10/11/2023,,,,Đoàn Văn Bơ,Phường 18,Quận 4,TP Hồ Chí Minh,1.62
"Nhà ngõ, hẻm",39,,,,1,2,2,Đã có sổ,,Tây Bắc,,,10/11/2023,,,,Nguyễn Ảnh Thủ,Phường Hiệp Thành,Quận 12,TP Hồ Chí Minh,2.05
"Nhà ngõ, hẻm",52,,,,3,4,4,Đã có sổ,Có nội thất,,,,10/11/2023,,,,Hẻm 320 Bình Trị Đông,Phường Bình Trị Đông,Bình Tân,TP Hồ Chí Minh,1.46
Nhà mặt phố,68,3.6,,,,2,2,Đã có sổ,Không có nội thất,,,,10/11/2023,,,,Trần Thị Non,Xã Hưng Long,Bình Chánh,TP Hồ Chí Minh,1.99
"Nhà ngõ, hẻm",45,4.5,10,,1,3,2,,,,,,10/11/2023,,,,Nguyễn Xí,Phường 13,Bình Thạnh,TP Hồ Chí Minh,4
"Nhà ngõ, hẻm",87,3.25,,,1,2,2,Đã có sổ,,,,,10/11/2023,,,,Đường Bình Đông,Phường 14,Quận 8,TP Hồ Chí Minh,4.5
"Nhà ngõ, hẻm",64,5.15,,,1,5,5,Đã có sổ,,,,,10/11/2023,,,,Phạm Hữu Lầu,Phường Phú Mỹ,Quận 7,TP Hồ Chí Minh,3.8
Nhà phố liền kề,60,4,15,,,5,5,,,,,,10/11/2023,,,,Đường Bình Trị Đông,Phường Bình Trị Đông,Bình Tân,TP Hồ Chí Minh,5
Nhà mặt phố,80,,,,4,4,5,Đã có sổ,,Tây Nam,,,10/11/2023,,,,Đường Huỳnh Tấn Phát,Phường Phú Mỹ,Quận 7,TP Hồ Chí Minh,7.39
Nhà mặt phố,155,,,,4,3,4,Đã có sổ,,Tây Bắc,,,10/11/2023,,,,Đường 266 Bùi Minh Trực,Phường 6,Quận 8,TP Hồ Chí Minh,12.95
"Nhà ngõ, hẻm",42,4,,,,3,3,Đã có sổ,Có nội thất,,,,10/11/2023,,,,Hoàng xuân nhị,Phường Phú Trung,Tân Phú,TP Hồ Chí Minh,1.36
"Nhà ngõ, hẻm",77,,,,5,5,Nhiều hơn 6 phòng,Đã có sổ,Có nội thất,,,,10/11/2023,,,,Nguyễn Phúc Chu,Phường 15,Tân Bình,TP Hồ Chí Minh,8.6
Nhà mặt phố,80,,,,3,4,5,Đã có sổ,,Đông Bắc,,,10/11/2023,,,,Đường Số 25,Phường Tân Phong,Quận 7,TP Hồ Chí Minh,8.5
Nhà mặt phố,25,,,,3,2,3,Đã có sổ,Có nội thất,,,,10/11/2023,,,,Đường Phạm Văn Chiêu,Phường 15,Gò Vấp,TP Hồ Chí Minh,3.9
"Nhà ngõ, hẻm",46,3,15,,5,4,4,,,,,,10/11/2023,,,,Đặng Văn Ngữ,Phường 13,Phú Nhuận,TP Hồ Chí Minh,8.4
"Nhà ngõ, hẻm",34,5.34,,,4,4,3,Đã có sổ,,,,,10/11/2023,,,,Đường Tân Mỹ,Phường Tân Thuận Tây,Quận 7,TP Hồ Chí Minh,5.7
"Nhà ngõ, hẻm",23,,,,2,2,2,,,Đông Bắc,,,10/11/2023,,,,Nguyễn Cư Trinh,Phường Nguyễn Cư Trinh,Quận 1,TP Hồ Chí Minh,4.35
Nhà mặt phố,92.35,5,,,2,5,3,Đã có sổ,,,,,10/11/2023,,,,Đường Lâm Văn Bền,Phường Tân Thuận Tây,Quận 7,TP Hồ Chí Minh,13.5
Nhà mặt phố,58,,,,2,3,3,Đã có sổ,Có nội thất,,,,10/11/2023,,,,Nguyễn Thái Sơn,Phường 4,Gò Vấp,TP Hồ Chí Minh,1.2
"Nhà ngõ, hẻm",66,4.35,15,,2,3,2,,,,,,10/11/2023,,,,Đường Lê Văn Lương,Phường Tân Kiểng,Quận 7,TP Hồ Chí Minh,5.9
Nhà mặt phố,148,8,,,4,5,5,Đã có sổ,,,,,10/11/2023,,,,Phú Thuận,Phường Phú Thuận,Quận 7,TP Hồ Chí Minh,23
"Nhà ngõ, hẻm",33.9,8.2,,,3,3,3,,,Tây Bắc,,,10/11/2023,,,,"125/107/42, Tám Danh",Phường 4,Quận 8,TP Hồ Chí Minh,4.5
"Nhà ngõ, hẻm",40,,,,1,2,2,Đã có sổ,,Đông Nam,,,10/11/2023,,,,Thới Tam Thôn 10,Xã Thới Tam Thôn,Hóc Môn,TP Hồ Chí Minh,1.52
Nhà mặt phố,92,,,,7,,Nhiều hơn 6 phòng,Đã có sổ,,Nam,,,10/11/2023,,,,Phan Xích Long,Phường 7,Phú Nhuận,TP Hồ Chí Minh,22.9
"Nhà ngõ, hẻm",65,5,13,,,3,2,Đã có sổ,,,,,10/11/2023,,,,Lê Trọng Tấn,Phường Sơn Kỳ,Tân Phú,TP Hồ Chí Minh,1.39
,66,,,,2,3,3,Đã có sổ,,Đông Nam,,,10/11/2023,,,,Đường Số 20,Phường 5,Gò Vấp,TP Hồ Chí Minh,7.7
"Nhà ngõ, hẻm",20,,,,5,2,3,Đã có sổ,Không có nội thất,,,,10/11/2023,,,,Cách Mạng Tháng Tám,Phường 10,Quận 3,TP Hồ Chí Minh,3.65
"Nhà ngõ, hẻm",40,,,,2,2,2,Đã có sổ,Có nội thất,,,,10/11/2023,,,,Nơ Trang Long,Phường 7,Bình Thạnh,TP Hồ Chí Minh,4.89
"Nhà ngõ, hẻm",23,3,,,2,1,2,Đã có sổ,,,,,10/11/2023,,,,Đường Phan Đình Phùng,Phường 1,Phú Nhuận,TP Hồ Chí Minh,2.4
Nhà mặt phố,56,,,,,3,,,,,,,10/11/2023,,,,Trần Tấn,Phường Tân Sơn Nhì,Tân Phú,TP Hồ Chí Minh,7.3
"Nhà ngõ, hẻm",44,5,,,,4,4,Đã có sổ,Có nội thất,,,,10/11/2023,,,,Phạm Văn Đồng,Phường Hiệp Bình Chánh,TP Thủ Đức,TP Hồ Chí Minh,3.8
Nhà mặt phố,63,,,,11,3,2,Đã có sổ,Không có nội thất,,,,10/11/2023,,,,Đường số 19,Phường Hiệp Bình Chánh,TP Thủ Đức,TP Hồ Chí Minh,1.1
"Nhà ngõ, hẻm",29,,,,2,2,2,Đã có sổ,Có nội thất,,,,10/11/2023,,,,Đường Phan Huy Ích,Phường 12,Gò Vấp,TP Hồ Chí Minh,2.62
"Nhà ngõ, hẻm",60,4,15,,,3,,Đã có sổ,Không có nội thất,,,,10/11/2023,,,,Bùi Minh Trực,Phường 5,Quận 8,TP Hồ Chí Minh,0.84
"Nhà ngõ, hẻm",48,,,,2,2,2,Đã có sổ,Không có nội thất,,,,10/11/2023,,,,Đường Lê Văn Duyệt,Phường 1,Bình Thạnh,TP Hồ Chí Minh,3.7
"Nhà ngõ, hẻm",63,,,,1,3,2,Đã có sổ,,Đông Nam,,,10/11/2023,,,,Chu Văn An,Phường 26,Bình Thạnh,TP Hồ Chí Minh,1.3
"Nhà ngõ, hẻm",48,4,13,,,2,,Giấy tờ khác,,,,,10/11/2023,,,,"270, Đường Huỳnh Tấn Phát",Phường Tân Thuận Tây,Quận 7,TP Hồ Chí Minh,2.3
Nhà biệt thự,448,,,,6,10,Nhiều hơn 6 phòng,Đã có sổ,Bàn giao thô,,,,10/11/2023,,,,Đường Số,Phường Phước Long A,TP Thủ Đức,TP Hồ Chí Minh,24
Nhà mặt phố,179.5,,,,3,3,3,Đã có sổ,Bàn giao thô,,,,10/11/2023,,,,Đường Lâm Văn Bền,Phường Tân Kiểng,Quận 7,TP Hồ Chí Minh,28.5
"Nhà ngõ, hẻm",35,4.3,,,2,2,2,,,Đông,,,10/11/2023,,,,Nguyễn Văn Nghi,Phường 7,Gò Vấp,TP Hồ Chí Minh,3.35
"Nhà ngõ, hẻm",55,,,,1,3,2,Đã có sổ,,Đông Nam,,,10/11/2023,,,,Nơ Trang Long,Phường 13,Bình Thạnh,TP Hồ Chí Minh,1.35
Nhà phố liền kề,71,4,,,2,3,3,Đã có sổ,,,,,10/11/2023,,,,Phan Văn Trị,Phường 11,Bình Thạnh,TP Hồ Chí Minh,7
"Nhà ngõ, hẻm",47.5,,,,3,4,3,Đã có sổ,,Tây Nam,,,10/11/2023,,,,"68/19, Trần Tấn",Phường Tân Sơn Nhì,Tân Phú,TP Hồ Chí Minh,6.7
"Nhà ngõ, hẻm",31.5,,,,3,3,3,Đã có sổ,Không có nội thất,,,,10/11/2023,,,,Nguyễn Trọng Tuyển,Phường 3,Tân Bình,TP Hồ Chí Minh,3.3
"Nhà ngõ, hẻm",44,4,,,,2,2,Đã có sổ,Có nội thất,,,,10/11/2023,,,,Đường Bùi Tư Toàn,Phường An Lạc,Bình Tân,TP Hồ Chí Minh,2.3
"Nhà ngõ, hẻm",56,,,,2,3,3,Đã có sổ,Có nội thất,,,,10/11/2023,,,,Hoàng Hoa Thám,Phường 12,Tân Bình,TP Hồ Chí Minh,2.5
"Nhà ngõ, hẻm",56,4,,,,2,2,Đã có sổ,Có nội thất,,,,10/11/2023,,,,Hẻm 479 Hương lộ 2,Phường Bình Trị Đông,Bình Tân,TP Hồ Chí Minh,2.2
"Nhà ngõ, hẻm",35,,,,,2,2,,,,,,10/11/2023,,,,Hà Huy Giáp,Phường Thạnh Lộc,Quận 12,TP Hồ Chí Minh,1.26
Nhà biệt thự,170,8,22,,4,5,,,,,,,10/11/2023,,,,Đường Nguyễn Văn Khối,Phường 9,Gò Vấp,TP Hồ Chí Minh,17.2
"Nhà ngõ, hẻm",43,4.5,,,,2,2,Đã có sổ,Có nội thất,,,,10/11/2023,,,,Nguyễn Trọng Tuyển,Phường 15,Phú Nhuận,TP Hồ Chí Minh,2.7
Nhà biệt thự,170,8.2,22,,,3,,,,,,,10/11/2023,,,,Đường Kha Vạn Cân,Phường Linh Đông,TP Thủ Đức,TP Hồ Chí Minh,9.5
Nhà mặt phố,135,,,,3,,Nhiều hơn 6 phòng,Đã có sổ,Có nội thất,,,,10/11/2023,,,,Bàu Bàng,Phường 13,Tân Bình,TP Hồ Chí Minh,17
Nhà biệt thự,178,,,,5,,Nhiều hơn 6 phòng,Đã có sổ,Có nội thất,,,,10/11/2023,,,,Đường Huỳnh Tấn Phát,Thị trấn Nhà Bè,Nhà Bè,TP Hồ Chí Minh,28
"Nhà ngõ, hẻm",58.8,,,,1,2,2,Đã có sổ,,Đông,,,10/11/2023,,,,Hẻm 469 Nguyễn Kiệm,Phường 9,Phú Nhuận,TP Hồ Chí Minh,5.8
"Nhà ngõ, hẻm",64,4,16,,4,4,,,,,,,10/11/2023,,,,Lê Văn Sỹ,Phường 12,Quận 3,TP Hồ Chí Minh,14.9
"Nhà ngõ, hẻm",35.4,,,,2,2,3,Đã có sổ,Không có nội thất,,,,10/11/2023,,,,Lê Văn Sỹ,Phường 12,Quận 3,TP Hồ Chí Minh,3.19
"Nhà ngõ, hẻm",72,4,,,,3,2,Đã có sổ,Có nội thất,,,,10/11/2023,,,,Thạnh Lộc 29,Phường Thạnh Lộc,Quận 12,TP Hồ Chí Minh,3.55
"Nhà ngõ, hẻm",32,,,,2,4,3,Giấy tờ khác,Có nội thất,,,,10/11/2023,,,,Đường Liên Ấp 2-3-4,Xã Vĩnh Lộc A,Bình Chánh,TP Hồ Chí Minh,1.15
Nhà mặt phố,73,4.1,,,,4,5,Đã có sổ,Có nội thất,,,,10/11/2023,,,,Đường số 7,Phường Tam Bình,TP Thủ Đức,TP Hồ Chí Minh,6.8
"Nhà ngõ, hẻm",40,4,10,,2,2,,Đã có sổ,,,,,10/11/2023,,,,Trần Thủ Độ,Phường Phú Thạnh,Tân Phú,TP Hồ Chí Minh,3.35
"Nhà ngõ, hẻm",35,,,,3,3,3,Đã có sổ,,Đông Nam,,,10/11/2023,,,,Nguyễn Bỉnh Khiêm,Phường 1,Gò Vấp,TP Hồ Chí Minh,3.68
"Nhà ngõ, hẻm",64,4,,,4,4,3,Đã có sổ,,,,,10/11/2023,,,,Hẻm 793 Đường Trần Xuân Soạn,Phường Tân Hưng,Quận 7,TP Hồ Chí Minh,10
"Nhà ngõ, hẻm",60,4,15,,1,3,,Đã có sổ,,,,,10/11/2023,,,,Tây Thạnh,Phường Tây Thạnh,Tân Phú,TP Hồ Chí Minh,1.2
"Nhà ngõ, hẻm",70,,,,3,4,4,Đã có sổ,,,,,10/11/2023,,,,Ni Sư Huỳnh Liên,Phường 10,Tân Bình,TP Hồ Chí Minh,6.5
"Nhà ngõ, hẻm",56,,,,4,4,4,Đã có sổ,,Đông Nam,,,10/11/2023,,,,Thạnh Xuân 25,Phường Thạnh Xuân,Quận 12,TP Hồ Chí Minh,4.75
"Nhà ngõ, hẻm",90,,,,,3,,Đã có sổ,,,,,10/11/2023,,,,quang trung,Phường 11,Gò Vấp,TP Hồ Chí Minh,4
"Nhà ngõ, hẻm",78,42,19,,,2,,Đã có sổ,,,,,10/11/2023,,,,Nguyễn Văn Tạo,Xã Long Thới,Nhà Bè,TP Hồ Chí Minh,2.8
Nhà biệt thự,114,9,13,,,4,,,Có nội thất,,,,10/11/2023,,,,Đường Tây Lân,Phường Bình Trị Đông A,Bình Tân,TP Hồ Chí Minh,5.95
Nhà mặt phố,64,,,,1,3,3,Đã có sổ,Có nội thất,,,,10/11/2023,,,,Nhất Chi Mai,Phường 13,Tân Bình,TP Hồ Chí Minh,1.3
Nhà phố liền kề,85,,,,1,4,2,Đã có sổ,,Bắc,,,10/11/2023,,,,65 Hồ Văn Tắng,Xã Tân Phú Trung,Củ Chi,TP Hồ Chí Minh,1.9
Nhà mặt phố,68,,,,3,6,5,Đã có sổ,,Tây Bắc,,,10/11/2023,,,,Đường Số 9 Cư Xá Bình Thới,Phường 8,Quận 11,TP Hồ Chí Minh,13.5
"Nhà ngõ, hẻm",95,4.05,,,3,3,,Đã có sổ,Có nội thất,,,,10/11/2023,,,,Đường Liên khu 4-5,Phường Bình Hưng Hoà B,Bình Tân,TP Hồ Chí Minh,4.8
Nhà mặt phố,64,,,,4,4,3,Đã có sổ,Có nội thất,,,,10/11/2023,,,,Đường Huỳnh Tấn Phát,Phường Phú Mỹ,Quận 7,TP Hồ Chí Minh,4.6
"Nhà ngõ, hẻm",40,,,,1,2,2,Đã có sổ,Bàn giao thô,,,,10/11/2023,,,,Hẻm Đường Số 7,Phường 3,Gò Vấp,TP Hồ Chí Minh,2.5
Nhà mặt phố,85,,,,5,5,6,Đã có sổ,Có nội thất,,,,10/11/2023,,,,Đường Lê Văn Lương,Phường Tân Phong,Quận 7,TP Hồ Chí Minh,6.59
"Nhà ngõ, hẻm",54,,,,1,2,2,Đang chờ sổ,,Tây Bắc,,,10/11/2023,,,,"123, Nguyễn Văn Công",Phường 3,Gò Vấp,TP Hồ Chí Minh,3.6
"Nhà ngõ, hẻm",65,,,,5,5,6,Đã có sổ,Có nội thất,,,,10/11/2023,,,,Ni Sư Huỳnh Liên,Phường 10,Tân Bình,TP Hồ Chí Minh,7.2
"Nhà ngõ, hẻm",36,,,,2,3,3,Đã có sổ,Có nội thất,,,,10/11/2023,,,,Đường số 14,Phường 8,Gò Vấp,TP Hồ Chí Minh,4.15
"Nhà ngõ, hẻm",118,,,,2,3,3,Đã có sổ,,,,,10/11/2023,,,,Dương Bá Trạc,Phường 2,Quận 8,TP Hồ Chí Minh,4.68
"Nhà ngõ, hẻm",110,,,,1,4,1,Đã có sổ,,Tây Bắc,,,10/11/2023,,,,Đường Đào Tông Nguyên,Xã Phú Xuân,Nhà Bè,TP Hồ Chí Minh,3
"Nhà ngõ, hẻm",53,,,,2,2,2,Đã có sổ,Có nội thất,,,,10/11/2023,,,,Hẻm 532 Kinh Dương Vương,Phường Bình Trị Đông B,Bình Tân,TP Hồ Chí Minh,3.18
"Nhà ngõ, hẻm",110,,,,4,4,5,Đã có sổ,Có nội thất,,,,10/11/2023,,,,Đường Song Hành Quốc Lộ 22,Phường Trung Mỹ Tây,Quận 12,TP Hồ Chí Minh,7.1
Nhà mặt phố,80.3,,,,2,4,5,Đã có sổ,Không có nội thất,,,,10/11/2023,,,,nguyễn bình,Xã Nhơn Đức,Nhà Bè,TP Hồ Chí Minh,5.6
"Nhà ngõ, hẻm",48,4,,,5,5,6,Đã có sổ,,,,,10/11/2023,,,,Đường Hoàng Hoa Thám,Phường 6,Bình Thạnh,TP Hồ Chí Minh,8.3
"Nhà ngõ, hẻm",37,3.9,,,2,2,2,Đã có sổ,,,,,10/11/2023,,,,Hoà Hưng,Phường 13,Quận 10,TP Hồ Chí Minh,5.2
"Nhà ngõ, hẻm",32,,,,2,2,2,Đã có sổ,Có nội thất,,,,10/11/2023,,,,Phạm Văn Chiêu,Phường 14,Gò Vấp,TP Hồ Chí Minh,3.17
"Nhà ngõ, hẻm",40,,,,,2,,,,,,,10/11/2023,,,,Vườn Lài,Phường Phú Thọ Hòa,Tân Phú,TP Hồ Chí Minh,3.65
"Nhà ngõ, hẻm",44,,,,1,3,2,Đã có sổ,,Bắc,,,10/11/2023,,,,Hiệp Thành 17,Phường Thới An,Quận 12,TP Hồ Chí Minh,2.73
Nhà mặt phố,65,,,,2,3,2,Đã có sổ,Có nội thất,,,,10/11/2023,,,,Đường Huỳnh Mẫn Đạt,Phường 3,Quận 5,TP Hồ Chí Minh,1.45
"Nhà ngõ, hẻm",42.1,,,,2,3,2,,,,,,10/11/2023,,,,Phú Thọ Hoà,Phường Phú Thọ Hòa,Tân Phú,TP Hồ Chí Minh,5.3
Nhà mặt phố,72,4,,,34,4,4,Đã có sổ,,,,,10/11/2023,,,,Rạch Cát,Phường 15,Quận 8,TP Hồ Chí Minh,4.65
Nhà mặt phố,1000,28,60,,,1,1,Đã có sổ,,,,,10/11/2023,,,,Đường Bàu Tre,Xã Tân Thông Hội,Củ Chi,TP Hồ Chí Minh,5.5
Nhà mặt phố,250,,,,,10,,,,,,,10/11/2023,,,,Đường Đình Phong Phú,Phường Tăng Nhơn Phú B,TP Thủ Đức,TP Hồ Chí Minh,6
Nhà mặt phố,95,,,,2,2,2,Đã có sổ,,Tây Nam,,,10/11/2023,,,,Tân Thới Nhất 12,Phường Tân Thới Nhất,Quận 12,TP Hồ Chí Minh,6.5
Nhà mặt phố,216,,,,3,6,Nhiều hơn 6 phòng,Đã có sổ,,Bắc,,,10/11/2023,,,,Tân Thới Nhất 2,Phường Tân Thới Nhất,Quận 12,TP Hồ Chí Minh,15
Nhà mặt phố,100,,,,,4,,,,,,,10/11/2023,,,,Đường Lã Xuân Oai,Phường Tăng Nhơn Phú A,TP Thủ Đức,TP Hồ Chí Minh,6
"Nhà ngõ, hẻm",56,4,,,3,4,,Đã có sổ,Có nội thất,,,,10/11/2023,,,,Thạnh Xuân 22,Phường Thạnh Xuân,Quận 12,TP Hồ Chí Minh,4.38
Nhà mặt phố,85,4.9,,,1,2,1,Đã có sổ,,,,,10/11/2023,,,,Đường Ap Chanh 16,Xã Tân Xuân,Hóc Môn,TP Hồ Chí Minh,4
"Nhà ngõ, hẻm",60,,,,3,4,4,Đã có sổ,Có nội thất,,,,10/11/2023,,,,Quốc lộ 13,Phường Hiệp Bình Phước,TP Thủ Đức,TP Hồ Chí Minh,4.8
"Nhà ngõ, hẻm",157,6.8,,,3,5,6,,,Tây Nam,,,10/11/2023,,,,Ba Tháng Hai,Phường 12,Quận 10,TP Hồ Chí Minh,36
Nhà mặt phố,42,,,,2,2,3,Đã có sổ,Có nội thất,,,,10/11/2023,,,,Đường Bùi Tư Toàn,Phường An Lạc,Bình Tân,TP Hồ Chí Minh,3.5
"Nhà ngõ, hẻm",120,6,,,,4,4,Đã có sổ,Không có nội thất,,,,10/11/2023,,,,Thạnh Xuân 25,Phường Thạnh Xuân,Quận 12,TP Hồ Chí Minh,4.19
Nhà mặt phố,88,,,,4,4,5,Đã có sổ,Có nội thất,,,,10/11/2023,,,,Huỳnh Tấn Phát,Phường Phú Thuận,Quận 7,TP Hồ Chí Minh,12
"Nhà ngõ, hẻm",38,,,,1,2,2,Đã có sổ,Không có nội thất,,,,10/11/2023,,,,Phan Anh,Phường Bình Trị Đông,Bình Tân,TP Hồ Chí Minh,3
Nhà mặt phố,100,,,,4,5,Nhiều hơn 6 phòng,,Bàn giao thô,Bắc,,,10/11/2023,,,,Liên Phường,Phường Phú Hữu,TP Thủ Đức,TP Hồ Chí Minh,12.1
"Nhà ngõ, hẻm",30,,,,1,1,1,Đã có sổ,Không có nội thất,,,,10/11/2023,,,,Phan Anh,Phường Bình Trị Đông,Bình Tân,TP Hồ Chí Minh,2.7
