Loại hình nhà ở,Diện tích (m²),Chiều rộng (m),Chiều dài (m),Mặt tiền (m),Số tầng,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Hướng nhà,Hướng ban công,Đường vào (m),Ngày đăng,Ngày hết hạn,Loại tin,Tên dự án,Đường/Phố,Phường/Xã/Thị trấn,Quận/Huyện,Tỉnh thành,Mức giá (tỷ)
Chung cư,53,,,,,2,,,,,,,10/04/2023,,,,"239 – 241 – 278, Hòa Bình",Phường Hiệp Tân,Tân Phú,TP Hồ Chí Minh,2.28
Chung cư,77,,,,,2,2,,,,,,10/04/2023,,,,"47, Tân Thới Hòa",Phường Tân Thới Hòa,Tân Phú,TP Hồ Chí Minh,2.99
Chung cư,62,,,,,2,2,,,,,,10/04/2023,,,,"192, An Dương Vương",Phường 16,Quận 8,TP Hồ Chí Minh,1.75
Chung cư,85,,,,,2,2,,,,,,10/04/2023,,,,Phú Thuận,Phường Tân Phú,Quận 7,TP Hồ Chí Minh,3.99
Chung cư,78,,,,,2,2,,,,,,10/04/2023,,,,Nguyễn Văn Linh,Xã Bình Hưng,Bình Chánh,TP Hồ Chí Minh,3.17
Chung cư,105,,,,,2,2,,,,,,10/04/2023,,,,"Số 584, Huỳnh Tấn Phát",Phường Tân Phú,Quận 7,TP Hồ Chí Minh,5.2
Chung cư,85,,,,,2,2,Đang chờ sổ,Không nội thất,,,,10/04/2023,,,,"số 88, N1",Phường Sơn Kỳ,Tân Phú,TP Hồ Chí Minh,3.95
Chung cư,52,,,,,2,1,,,Tây,,,10/04/2023,,,,"Chung Cư Miếu Nỗi 18 Tầng, Vũ Huy Tấn",Phường 3,Bình Thạnh,TP Hồ Chí Minh,2.98
Chung cư,55,,,,,2,2,,,Đông Bắc,Tây Nam,,10/04/2023,,,,"13E, Nguyễn Văn Linh",Xã Phong Phú,Bình Chánh,TP Hồ Chí Minh,1.43
Chung cư,50,,,,,2,1,Đã có sổ,Có nội thất,,,,10/04/2023,,,,"116, Lý Chiêu Hoàng",Phường 10,Quận 6,TP Hồ Chí Minh,1.458
Chung cư,87,,,,,3,2,Đã có sổ,Có nội thất,,,,10/04/2023,,,,Đường Lê Đại Hành,Phường 15,Quận 11,TP Hồ Chí Minh,1.76
Chung cư,75,,,,,2,2,,,,,,10/04/2023,,,,Bùi Văn Ba,Phường Tân Thuận Đông,Quận 7,TP Hồ Chí Minh,3.15
Chung cư,98,,,,,3,2,,,Đông Nam,,,10/04/2023,,,,"Số 243, Tân Hòa Đông",Phường 14,Quận 6,TP Hồ Chí Minh,3.3
Chung cư,53,,,,,2,1,,,,,,10/04/2023,,,,"239 – 241 – 278, Hòa Bình",Phường Hiệp Tân,Tân Phú,TP Hồ Chí Minh,2.3
Chung cư,70,,,,,2,,,,,,,10/04/2023,,,,"47, Tân Thới Hòa",Phường Tân Thới Hòa,Tân Phú,TP Hồ Chí Minh,2.75
Chung cư,66,,,,,2,1,Đã có sổ,Có nội thất,,,,10/04/2023,,,,Đường Phạm Viết Chánh,Phường 19,Bình Thạnh,TP Hồ Chí Minh,1.27
Chung cư,88,,,,,2,2,Đã có sổ,Có nội thất,,,,10/04/2023,,,,"7/28, Thành Thái",Phường 14,Quận 10,TP Hồ Chí Minh,2.22
Chung cư,130,,,,,3,2,Đã có sổ,Có nội thất,,,,10/04/2023,,,,"68, Phạm Văn Nghị",Phường Tân Phong,Quận 7,TP Hồ Chí Minh,2.15
Chung cư,68,,,,,2,2,Đã có sổ,Có nội thất,,,,10/04/2023,,,,"659, Âu Cơ",Phường Tân Thành,Tân Phú,TP Hồ Chí Minh,1.35
Chung cư,60,,,,,2,2,,,Đông Nam,Đông Nam,,10/04/2023,,,,"134, Trần Hưng Ðạo",Phường Phạm Ngũ Lão,Quận 1,TP Hồ Chí Minh,3.8
Chung cư,92.5,,,,,2,2,,,Tây Nam,,,10/04/2023,,,,"số 88, N1",Phường Sơn Kỳ,Tân Phú,TP Hồ Chí Minh,4.515
Chung cư,54,,,,,2,2,,,Đông Nam,,,10/04/2023,,,,Đường Số 20,Phường 5,Gò Vấp,TP Hồ Chí Minh,1.82
Chung cư,38,,,,,1,1,,,Tây,,,10/04/2023,,,,Nguyễn Văn Linh,Xã Bình Hưng,Bình Chánh,TP Hồ Chí Minh,1.1
Chung cư,65,,,,,2,2,,,,,,10/04/2023,,,,"2225, Phạm Thế Hiển",Phường 6,Quận 8,TP Hồ Chí Minh,2.25
Chung cư,54,,,,,1,2,Đã có sổ,Có nội thất,,,,10/04/2023,,,,Phạm Văn Chiêu,Phường 14,Gò Vấp,TP Hồ Chí Minh,1.59
Chung cư,83,,,,,3,,Đã có sổ,,Đông,Đông,,10/04/2023,,,,Trịnh Quang Nghị,Xã Phong Phú,Bình Chánh,TP Hồ Chí Minh,2.4
Chung cư,71,,,,,2,2,,,Tây Bắc,Đông Bắc,,10/04/2023,,,,Phạm Văn Đồng,Phường Hiệp Bình Chánh,TP Thủ Đức,TP Hồ Chí Minh,5.5
Chung cư,46.7,,,,,1,1,Đã có sổ,Không nội thất,,,,10/04/2023,,,,Đường Nguyễn Xiển,Phường Long Thạnh Mỹ,TP Thủ Đức,TP Hồ Chí Minh,2.05
Chung cư,72,,,,,2,2,,,Đông,Tây,,10/04/2023,,,,Nguyễn Văn Linh,Phường Tân Thuận Tây,Quận 7,TP Hồ Chí Minh,3.85
Chung cư,82,,,,,3,2,,Có nội thất,,,,10/04/2023,,,,"số 88, N1",Phường Sơn Kỳ,Tân Phú,TP Hồ Chí Minh,2.85
Chung cư,69,,,,,2,2,,,Tây Bắc,Tây Bắc,,10/04/2023,,,,Võ Chí Công,Phường Phú Hữu,TP Thủ Đức,TP Hồ Chí Minh,3
Chung cư,67,,,,,2,2,,,,,,10/04/2023,,,,"Số 4, Đào Trí",Phường Phú Thuận,Quận 7,TP Hồ Chí Minh,2.45
Chung cư,51,,,,,2,1,,,,,,10/04/2023,,,,102 Đường Phan Văn Hớn,Phường Tân Thới Nhất,Quận 12,TP Hồ Chí Minh,1.75
Chung cư,120,,,,,3,2,,,,,,10/04/2023,,,,"10, Mai Chí Thọ",Phường An Lợi Đông,TP Thủ Đức,TP Hồ Chí Minh,8.7
Chung cư,70,,,,,2,,,,,,,10/04/2023,,,,Dương Thị Giang,Phường Tân Thới Nhất,Quận 12,TP Hồ Chí Minh,1.95
Chung cư,50,,,,,2,2,,,,,,10/04/2023,,,,Phan Văn Hớn,Phường Tân Thới Nhất,Quận 12,TP Hồ Chí Minh,1.58
Chung cư,120,,,,,3,2,,,,,,10/04/2023,,,,"10, Mai Chí Thọ",Phường An Lợi Đông,TP Thủ Đức,TP Hồ Chí Minh,8.7
Chung cư,99,,,,,3,2,,,,,,10/04/2023,,,,Nguyễn Hữu Thọ,Phường Tân Hưng,Quận 7,TP Hồ Chí Minh,4.25
Chung cư,75,,,,,2,2,Đang chờ sổ,Không nội thất,,,,10/04/2023,,,,Võ Văn Kiệt,Phường An Lạc,Bình Tân,TP Hồ Chí Minh,2.66
Chung cư,55,,,,,2,2,,,,,,10/04/2023,,,,"13E, Đường Nguyễn Văn Linh",Xã Phong Phú,Bình Chánh,TP Hồ Chí Minh,1.3
Chung cư,55,,,,,2,2,,,,,,10/04/2023,,,,"13E, Đường Nguyễn Văn Linh",Xã Phong Phú,Bình Chánh,TP Hồ Chí Minh,1.35
Chung cư,50,,,,,2,2,,,,,,10/04/2023,,,,"13E, Nguyễn Văn Linh",Xã Phong Phú,Bình Chánh,TP Hồ Chí Minh,1.3
Chung cư,50,,,,,1,1,Đã có sổ,,Đông Nam,Đông Nam,,10/04/2023,,,,"88 Phước Thiện, KĐT Vinhomes Grand Park",Phường Long Bình,TP Thủ Đức,TP Hồ Chí Minh,1.59
Chung cư,50,,,,,1,1,,,,,,10/04/2023,,,,Nguyễn Xiển,Phường Long Thạnh Mỹ,TP Thủ Đức,TP Hồ Chí Minh,1.9
Chung cư,46.5,,,,,1,1,,,,,,10/04/2023,,,,Nguyễn Xiển,Phường Long Thạnh Mỹ,TP Thủ Đức,TP Hồ Chí Minh,1.65
Chung cư,59,,,,,2,,,,,,,10/04/2023,,,,Nguyễn Xiển,Phường Long Thạnh Mỹ,TP Thủ Đức,TP Hồ Chí Minh,2.099
Chung cư,81.5,,,,,3,2,,,,,,10/04/2023,,,,Nguyễn Xiển,Phường Long Thạnh Mỹ,TP Thủ Đức,TP Hồ Chí Minh,3.18
Chung cư,74.81,,,,,2,2,,,,,,10/04/2023,,,,Long Thạnh Mỹ,Phường Long Bình,TP Thủ Đức,TP Hồ Chí Minh,3.86
Chung cư,61,,,,,2,2,Đã có sổ,Không nội thất,,,,10/04/2023,,,,Nguyễn Xiển,Phường Long Thạnh Mỹ,TP Thủ Đức,TP Hồ Chí Minh,1.89
Chung cư,50,,,,,1,1,Đã có sổ,Có nội thất,,,,10/04/2023,,,,Hồ Học Lãm,Phường An Lạc,Bình Tân,TP Hồ Chí Minh,1.43
Chung cư,153,,,,,,,,,,,,10/04/2023,,,,Tch25,Phường Tân Chánh Hiệp,Quận 12,TP Hồ Chí Minh,8.7
Chung cư,124,,,,,3,2,,,Đông,Nam,,10/04/2023,,,,Đường Nguyễn Hữu Thọ,Xã Phước Kiển,Nhà Bè,TP Hồ Chí Minh,2.45
Chung cư,65,,,,,2,2,,,,,,10/04/2023,,,,Trịnh Quang Nghị,Xã Phong Phú,Bình Chánh,TP Hồ Chí Minh,1.95
Chung cư,83,,,,,3,2,,,,,,10/04/2023,,,,Trịnh Quang Nghị,Xã Phong Phú,Bình Chánh,TP Hồ Chí Minh,2.45
Chung cư,85,,,,,2,2,,,,,,10/04/2023,,,,Bình Trưng Tây,Phường Bình Trưng Tây,TP Thủ Đức,TP Hồ Chí Minh,2.85
Chung cư,127,,,,,3,2,,,Tây Bắc,Đông Bắc,,10/04/2023,,,,"Lô 13E, 7",Xã Phong Phú,Bình Chánh,TP Hồ Chí Minh,2.35
Chung cư,54,,,,,1,1,,,,,,10/04/2023,,,,"Số 4, Đào Trí",Phường Phú Thuận,Quận 7,TP Hồ Chí Minh,1.98
Chung cư,86,,,,,2,2,,,,,,10/04/2023,,,,Xa Lộ Hà Nội,Phường Thảo Điền,TP Thủ Đức,TP Hồ Chí Minh,5.2
Chung cư,60,,,,,2,2,Đã có sổ,Có nội thất,,,,10/04/2023,,,,D6,Phường Bình Chiểu,TP Thủ Đức,TP Hồ Chí Minh,1.99999
Chung cư,70,,,,,3,2,,,Đông Nam,,,10/04/2023,,,,138,Phường Tân Phú,TP Thủ Đức,TP Hồ Chí Minh,1.61
Chung cư,80,,,,,3,2,Đã có sổ,,Đông Nam,Đông Nam,,10/04/2023,,,,"36, Trịnh Đình Thảo",Phường Hòa Thạnh,Tân Phú,TP Hồ Chí Minh,2.1
Chung cư,68,,,,,2,2,Giấy tờ khác,Có nội thất,,,,10/04/2023,,,,Lê Văn Lương,Xã Nhơn Đức,Nhà Bè,TP Hồ Chí Minh,3.264
Chung cư,70,,,,,2,2,Đã có sổ,,,,,10/04/2023,,,,D6,Phường Bình Chiểu,TP Thủ Đức,TP Hồ Chí Minh,2
Chung cư,60,,,,,2,2,Đã có sổ,Có nội thất,,,,10/04/2023,,,,D6,Phường Bình Chiểu,TP Thủ Đức,TP Hồ Chí Minh,1.85
Chung cư,70,,,,,2,2,Đã có sổ,,,,,10/04/2023,,,,D6,Phường Bình Chiểu,TP Thủ Đức,TP Hồ Chí Minh,2
Chung cư,40,,,,,1,,,Không nội thất,,,,10/04/2023,,,,Hương lộ 80,Xã Vĩnh Lộc A,Bình Chánh,TP Hồ Chí Minh,0.82
Chung cư,74,,,,,2,2,,,,,,10/04/2023,,,,"195, Cao Lỗ",Phường 4,Quận 8,TP Hồ Chí Minh,2.2
Chung cư,60,,,,,2,2,,,,,,10/04/2023,,,,Tuệ Tĩnh,Phường 13,Quận 11,TP Hồ Chí Minh,2.4
Chung cư,30,,,,,1,1,,,,,,10/04/2023,,,,Nguyễn Hữu Thọ,Xã Phước Kiển,Nhà Bè,TP Hồ Chí Minh,1.65
Chung cư,65,,,,,2,2,,,Tây Bắc,,,10/04/2023,,,,Trịnh Quang Nghị,Xã Phong Phú,Bình Chánh,TP Hồ Chí Minh,1.95
Chung cư,95,,,,,2,2,Đang chờ sổ,Có nội thất,,,,10/04/2023,,,,"125/20, Âu Dương Lân",Phường 2,Quận 8,TP Hồ Chí Minh,2.25
Chung cư,69.3,,,,,2,2,Đã có sổ,Có nội thất,,,,10/04/2023,,,,Nguyễn Xiển,Phường Long Thạnh Mỹ,TP Thủ Đức,TP Hồ Chí Minh,2.63
Chung cư,59,,,,,2,2,,,,,,10/04/2023,,,,Nguyễn Xiển,Phường Long Thạnh Mỹ,TP Thủ Đức,TP Hồ Chí Minh,2.35
Chung cư,70,,,,,2,2,,,,,,10/04/2023,,,,Song Hành,Phường Phú Hữu,TP Thủ Đức,TP Hồ Chí Minh,3.05
Chung cư,47,,,,,1,1,,,Đông Nam,Đông Nam,,10/04/2023,,,,Nguyễn Xiển,Phường Long Thạnh Mỹ,TP Thủ Đức,TP Hồ Chí Minh,1.68
Chung cư,200.9,,,,,4,3,Đã có sổ,,,,,10/04/2023,,,,Tam Bình,Phường Tam Bình,TP Thủ Đức,TP Hồ Chí Minh,7.2
Chung cư,54,,,,,2,2,,,Đông Nam,Nam,,10/04/2023,,,,Số 2,Phường Bình Trưng Đông,TP Thủ Đức,TP Hồ Chí Minh,2.1
Chung cư,34,,,,,1,1,,,Đông Nam,Đông Nam,,10/04/2023,,,,Đường Nguyễn Xiển,Phường Long Thạnh Mỹ,TP Thủ Đức,TP Hồ Chí Minh,1.22
Chung cư,104,,,,,3,2,Đang chờ sổ,Có nội thất,,,,10/04/2023,,,,Nguyễn Hữu Thọ,Xã Phước Kiển,Nhà Bè,TP Hồ Chí Minh,5.6
Chung cư,104,,,,,3,2,Đang chờ sổ,Có nội thất,,,,10/04/2023,,,,Nguyễn Hữu Thọ,Xã Phước Kiển,Nhà Bè,TP Hồ Chí Minh,5.6
Chung cư,80,,,,,2,2,Giấy tờ khác,,Đông Nam,Đông Nam,,10/04/2023,,,,Võ Văn Kiệt,Phường An Lạc,Bình Tân,TP Hồ Chí Minh,4.178783
Chung cư,69.2,,,,,2,2,,,,,,10/04/2023,,,,Nguyễn Xiển,Phường Long Thạnh Mỹ,TP Thủ Đức,TP Hồ Chí Minh,2.623
Chung cư,50,,,,,1,1,,,,,,10/04/2023,,,,"334, Tô Hiến Thành",Phường 14,Quận 10,TP Hồ Chí Minh,3.7
Chung cư,112,,,,,2,2,Đang chờ sổ,Có nội thất,,,,10/04/2023,,,,"số 88, N1",Phường Sơn Kỳ,Tân Phú,TP Hồ Chí Minh,4.6
Chung cư,98,,,,,3,3,,Có nội thất,,,,10/04/2023,,,,"số 88, N1",Phường Sơn Kỳ,Tân Phú,TP Hồ Chí Minh,2.65
Chung cư,36,,,,,2,1,Đã có sổ,,,,,10/04/2023,,,,Bàu Cát,Phường 14,Tân Bình,TP Hồ Chí Minh,1.4
Chung cư,107,,,,,2,2,Đã có sổ,Có nội thất,,,,10/04/2023,,,,Hoàng Quốc Việt,Phường Phú Thuận,Quận 7,TP Hồ Chí Minh,3.55
Chung cư,60,,,,,2,,,,,,,10/04/2023,,,,Đồng Văn Cống,Phường Cát Lái,TP Thủ Đức,TP Hồ Chí Minh,1.6
Chung cư,56,,,,,1,,,,,,,10/04/2023,,,,Nguyễn Thị Định,Phường Cát Lái,TP Thủ Đức,TP Hồ Chí Minh,2
Chung cư,61,,,,,2,,,,,,,10/04/2023,,,,Đồng Văn Cống,Phường Cát Lái,TP Thủ Đức,TP Hồ Chí Minh,1.65
Chung cư,34,,,,,1,,,,,,,10/04/2023,,,,Đường Nguyễn Xiển,Phường Long Thạnh Mỹ,TP Thủ Đức,TP Hồ Chí Minh,1.495
Chung cư,106,,,,,3,2,Đã có sổ,Có nội thất,,,,10/04/2023,,,,Nguyễn Thị Thập,Phường Tân Phú,Quận 7,TP Hồ Chí Minh,4.85
Chung cư,58,,,,,2,1,,,,,,10/04/2023,,,,Nguyễn Văn Linh,Xã Bình Hưng,Bình Chánh,TP Hồ Chí Minh,2.8
Chung cư,47,,,,,1,,,,,,,10/04/2023,,,,Nguyễn Xiển,Phường Long Thạnh Mỹ,TP Thủ Đức,TP Hồ Chí Minh,1.95
Chung cư,56,,,,,2,2,Đã có sổ,Có nội thất,,,,10/04/2023,,,,Nguyễn Văn Linh,Xã Bình Hưng,Bình Chánh,TP Hồ Chí Minh,2.26
Chung cư,57,,,,,2,2,,,,,,10/04/2023,,,,Nguyễn Văn Linh,Phường 7,Quận 8,TP Hồ Chí Minh,1.42
Chung cư,47,,,,,1,1,Đã có sổ,Có nội thất,,,,10/04/2023,,,,Nguyễn Xiển,Phường Long Thạnh Mỹ,TP Thủ Đức,TP Hồ Chí Minh,1.83
Chung cư,72,,,,,2,2,,,,,,10/04/2023,,,,Nguyễn Văn Linh,Xã Bình Hưng,Bình Chánh,TP Hồ Chí Minh,3.05
Chung cư,56,,,,,2,1,,,,,,10/04/2023,,,,Nguyễn Văn Linh,Xã Bình Hưng,Bình Chánh,TP Hồ Chí Minh,2.35
Chung cư,71,,,,,2,2,,,,,,10/04/2023,,,,Nguyễn Văn Linh,Xã Bình Hưng,Bình Chánh,TP Hồ Chí Minh,3.35
Chung cư,40,,,,,1,1,,,,,,10/04/2023,,,,Đường Đỗ Xuân Hợp,Phường Phú Hữu,TP Thủ Đức,TP Hồ Chí Minh,1.02
Chung cư,56,,,,,2,1,Đã có sổ,Không nội thất,,,,10/04/2023,,,,Nguyễn Văn Linh,Xã Bình Hưng,Bình Chánh,TP Hồ Chí Minh,3.5
Chung cư,60,,,,,2,2,,,,,,10/04/2023,,,,"196, Cao Lỗ",Phường 4,Quận 8,TP Hồ Chí Minh,2.4
Chung cư,78,,,,,2,2,,,,,,10/04/2023,,,,Nguyễn Văn Linh,Xã Bình Hưng,Bình Chánh,TP Hồ Chí Minh,3.2
Chung cư,65,,,,,2,2,,,,,,10/04/2023,,,,"239 – 241 – 278, Hòa Bình",Phường Hiệp Tân,Tân Phú,TP Hồ Chí Minh,2.7
Chung cư,66,,,,,2,1,,,,,,10/04/2023,,,,"47, Tân Thới Hòa",Phường Tân Thới Hòa,Tân Phú,TP Hồ Chí Minh,2.75
Chung cư,78,,,,,2,2,,,,,,10/04/2023,,,,Nguyễn Văn Linh,Xã Bình Hưng,Bình Chánh,TP Hồ Chí Minh,3.3
Chung cư,75,,,,,2,2,,,Đông,,,10/04/2023,,,,"15B, Nguyễn Lương Bằng",Phường Phú Mỹ,Quận 7,TP Hồ Chí Minh,2.4
Chung cư,72,,,,,3,2,,,Đông Nam,Đông Nam,,10/04/2023,,,,KĐT Vinhomes Grand Park,Phường Long Thạnh Mỹ,TP Thủ Đức,TP Hồ Chí Minh,5
Chung cư,59,,,,,2,2,Đã có sổ,,,,,10/04/2023,,,,KĐT Vinhomes Grand Park,Phường Long Bình,TP Thủ Đức,TP Hồ Chí Minh,2.3
Chung cư,50,,,,,2,2,,,,,,10/04/2023,,,,"13E, Đường Nguyễn Văn Linh",Xã Phong Phú,Bình Chánh,TP Hồ Chí Minh,1.33
Chung cư,50,,,,,2,2,,,,,,10/04/2023,,,,"13E, Đường Nguyễn Văn Linh",Xã Phong Phú,Bình Chánh,TP Hồ Chí Minh,1.32
Chung cư,50,,,,,2,2,,,,,,10/04/2023,,,,"13E, Đường Nguyễn Văn Linh",Xã Phong Phú,Bình Chánh,TP Hồ Chí Minh,1.32
Chung cư,50,,,,,2,2,,,,,,10/04/2023,,,,"13E, Đường Nguyễn Văn Linh",Xã Phong Phú,Bình Chánh,TP Hồ Chí Minh,1.33
Chung cư,86.3,,,,,3,2,Đã có sổ,,Đông Nam,Đông Nam,,10/04/2023,,,,Vườn Lài,Phường Phú Thọ Hòa,Tân Phú,TP Hồ Chí Minh,2.28
Chung cư,66,,,,,2,2,,,Tây,,,10/04/2023,,,,"Lô b2, Trương Gia Mô",Phường Thạnh Mỹ Lợi,TP Thủ Đức,TP Hồ Chí Minh,1.75
Chung cư,83,,,,,3,2,,,,,,10/04/2023,,,,Trịnh Quang Nghị,Xã Phong Phú,Bình Chánh,TP Hồ Chí Minh,2.4
Chung cư,61.4,,,,,2,2,,,Đông Nam,,,10/04/2023,,,,Nguyễn Duy Trinh,Phường Bình Trưng Đông,TP Thủ Đức,TP Hồ Chí Minh,1.9
Chung cư,105,,,,,3,2,,,Tây Bắc,,,10/04/2023,,,,"854-856, Tạ Quang Bửu",Phường 5,Quận 8,TP Hồ Chí Minh,3.7
Chung cư,53,,,,,1,1,,Không nội thất,,,,10/04/2023,,,,"Số 4, Đào Trí",Phường Phú Thuận,Quận 7,TP Hồ Chí Minh,2.05
Chung cư,70,,,,,2,2,,,,,,10/04/2023,,,,Nguyễn Hữu Thọ,Xã Phước Kiển,Nhà Bè,TP Hồ Chí Minh,3.25
Chung cư,58,,,,,2,1,,,,,,10/04/2023,,,,Nguyễn Hữu Thọ,Xã Phước Kiển,Nhà Bè,TP Hồ Chí Minh,2.93
Chung cư,85,,,,,2,2,,Có nội thất,,,,10/04/2023,,,,"số 88, N1",Phường Sơn Kỳ,Tân Phú,TP Hồ Chí Minh,3.85
Chung cư,82,,,,,3,2,Đã có sổ,Có nội thất,,,,10/04/2023,,,,"số 88, N1",Phường Sơn Kỳ,Tân Phú,TP Hồ Chí Minh,3.1
Chung cư,69,,,,,2,2,Đã có sổ,Có nội thất,,,,10/04/2023,,,,"số 88, N1",Phường Sơn Kỳ,Tân Phú,TP Hồ Chí Minh,2.65
Chung cư,70,,,,,2,2,,Có nội thất,,,,10/04/2023,,,,"số 88, N1",Phường Sơn Kỳ,Tân Phú,TP Hồ Chí Minh,2.56
Chung cư,53,,,,,1,1,,Có nội thất,,,,10/04/2023,,,,"số 88, N1",Phường Sơn Kỳ,Tân Phú,TP Hồ Chí Minh,2.32
Chung cư,84,,,,,2,2,,Có nội thất,,,,10/04/2023,,,,"số 88, N1",Phường Sơn Kỳ,Tân Phú,TP Hồ Chí Minh,3.82
Chung cư,81,,,,,3,2,,Có nội thất,,,,10/04/2023,,,,"số 88, N1",Phường Sơn Kỳ,Tân Phú,TP Hồ Chí Minh,2.85
Chung cư,70,,,,,2,,Đã có sổ,Có nội thất,,,,10/04/2023,,,,Nguyễn Hữu Thọ,Phường Tân Hưng,Quận 7,TP Hồ Chí Minh,2.255
Chung cư,90,,,,,2,,,,,,,10/04/2023,,,,"90A, Lý Thường Kiệt",Phường 14,Quận 10,TP Hồ Chí Minh,5.8
Chung cư,91,,,,,3,2,,,,,,10/04/2023,,,,"239 – 241 – 278, Hòa Bình",Phường Hiệp Tân,Tân Phú,TP Hồ Chí Minh,3.5
Chung cư,56,,,,,2,1,,,,,,10/04/2023,,,,Nguyễn Văn Linh,Xã Bình Hưng,Bình Chánh,TP Hồ Chí Minh,2.17
Chung cư,82,,,,,2,2,Giấy tờ khác,Bàn giao thô,,,,10/04/2023,,,,"Số 584, Huỳnh Tấn Phát",Phường Tân Phú,Quận 7,TP Hồ Chí Minh,4.1888
Chung cư,65,,,,,2,1,,Có nội thất,,,,10/04/2023,,,,"số 88, N1",Phường Sơn Kỳ,Tân Phú,TP Hồ Chí Minh,2.89
Chung cư,40,,,,,1,1,,Có nội thất,,,,10/04/2023,,,,Bế Văn Cấm,Phường Tân Kiểng,Quận 7,TP Hồ Chí Minh,2.05
Chung cư,77,,,,,3,2,,,Tây,Đông,,10/04/2023,,,,"Số 383, Bình Trưng Tây",Phường Bình Trưng Tây,TP Thủ Đức,TP Hồ Chí Minh,2.8
Chung cư,72,,,,,2,2,,,,,,10/04/2023,,,,An Dương Vương,Phường An Lạc,Bình Tân,TP Hồ Chí Minh,2.1
Chung cư,72,,,,,2,2,Đang chờ sổ,,Đông Nam,,,10/04/2023,,,,An Dương Vương,Phường An Lạc,Bình Tân,TP Hồ Chí Minh,1.9
Chung cư,69,,,,,2,2,Đã có sổ,Có nội thất,,,,10/04/2023,,,,An Dương Vương,Phường An Lạc,Bình Tân,TP Hồ Chí Minh,1.9
Chung cư,80,,,,,2,,,,,,,10/04/2023,,,,"50, Phan Văn Khỏe",Phường 2,Quận 6,TP Hồ Chí Minh,3.5
Chung cư,60,,,,,2,1,,,,,,10/04/2023,,,,Đường Nguyễn Xiển,Phường Long Thạnh Mỹ,TP Thủ Đức,TP Hồ Chí Minh,1.9
Chung cư,85,,,,,3,2,,,Tây,,,10/04/2023,,,,"196, Cao Lỗ",Phường 4,Quận 8,TP Hồ Chí Minh,2.89
Chung cư,90,,,,,2,2,Đã có sổ,,,,,10/04/2023,,,,"Số 12, Tôn Đản",Phường 13,Quận 4,TP Hồ Chí Minh,3.55
Chung cư,104,,,,,3,2,,Có nội thất,,,,10/04/2023,,,,"số 88, N1",Phường Sơn Kỳ,Tân Phú,TP Hồ Chí Minh,4.15
Chung cư,85,,,,,2,2,Đang chờ sổ,Có nội thất,,,,10/04/2023,,,,An Dương Vương,Phường An Lạc,Bình Tân,TP Hồ Chí Minh,1.9
Chung cư,95,,,,,2,2,,,,,,10/04/2023,,,,"12, Quốc Hương",Phường Thảo Điền,TP Thủ Đức,TP Hồ Chí Minh,5.8
Chung cư,70,,,,,2,2,,Có nội thất,,,,10/04/2023,,,,An Dương Vương,Phường An Lạc,Bình Tân,TP Hồ Chí Minh,1.9
Chung cư,80,,,,,2,,Đã có sổ,,,,,10/04/2023,,,,"Số 685, Âu Cơ",Phường Tân Thành,Tân Phú,TP Hồ Chí Minh,2.9
Chung cư,100,,,,,3,2,,Có nội thất,,,,10/04/2023,,,,"số 88, N1",Phường Sơn Kỳ,Tân Phú,TP Hồ Chí Minh,4.1
Chung cư,69,,,,,2,2,Đang chờ sổ,Có nội thất,,,,10/04/2023,,,,An Dương Vương,Phường An Lạc,Bình Tân,TP Hồ Chí Minh,2.1
Chung cư,115,,,,,2,2,,Có nội thất,,,,10/04/2023,,,,"854-856, Tạ Quang Bửu",Phường 5,Quận 8,TP Hồ Chí Minh,3.45
Chung cư,86,,,,,2,2,Đã có sổ,Có nội thất,,,,10/04/2023,,,,"290, An Dương Vương",Phường 4,Quận 5,TP Hồ Chí Minh,5.9
Chung cư,70,,,,,2,,Đã có sổ,,,,,10/04/2023,,,,"27, Trịnh Đình Thảo",Phường Hòa Thạnh,Tân Phú,TP Hồ Chí Minh,2.58
Chung cư,69,,,,,2,2,,,Bắc,Bắc,,10/04/2023,,,,Hồng Hà,Phường 2,Tân Bình,TP Hồ Chí Minh,4.27
Chung cư,64,,,,,2,2,Đã có sổ,,,,,10/04/2023,,,,"312, Lạc Long Quân",Phường 5,Quận 11,TP Hồ Chí Minh,2.35
Chung cư,66,,,,,2,1,,,,,,10/04/2023,,,,"36, Trịnh Đình Thảo",Phường Hòa Thạnh,Tân Phú,TP Hồ Chí Minh,2.35
Chung cư,63,,,,,2,2,Đã có sổ,,,,,10/04/2023,,,,Âu Cơ,Phường Tân Thành,Tân Phú,TP Hồ Chí Minh,2.25
Chung cư,69,,,,,2,2,Đã có sổ,,Đông Nam,Đông Nam,,10/04/2023,,,,An Dương Vương,Phường An Lạc,Bình Tân,TP Hồ Chí Minh,1.9
Chung cư,47,,,,,2,1,,,Đông Nam,Đông Nam,,10/04/2023,,,,Đường Nguyễn Xiển,Phường Long Thạnh Mỹ,TP Thủ Đức,TP Hồ Chí Minh,1.8
Chung cư,71,,,,,2,2,,Có nội thất,,,,10/04/2023,,,,"số 88, N1",Phường Sơn Kỳ,Tân Phú,TP Hồ Chí Minh,3.27
